Headlines,Dates,Descriptions
Media Advisory | Tesla Motors Supercharger Announcement,"April 25, 2013","PALO ALTO, Calif.-- Tesla Motors, Inc. (NASDAQ: TSLA) will hold a conference call on April 26, 2013 at 10:30 AM Pacific Time (1:30pm Eastern Time) for members of the media, to make an announcement about Tesla Service. Following remarks from Elon Musk, Tesla Motors co-founder and CEO, media is invited to participate in a question and answer session."
Tesla Motors Announces Date for First Quarter 2013 Financial Results,"April 23, 2013","PALO ALTO, Calif.-- Tesla Motors, Inc. (NASDAQ: TSLA) announced today that it will post its financial results for the first quarter ended March 31, 2013, after market close on Wednesday, May 8, 2013. At that time, Tesla will issue a brief advisory release via Marketwire containing a link to the first quarter 2013 Shareholder Letter, available on the company website."
Poll From Austin Business Journal Shows Overwhelming Public Support For Tesla Motors Selling Electric Cars Direct To Consumers In Texas,"April 21, 2013","AUSTIN, Texas-- A new readers poll conducted by the Austin Business Journal shows that 86 percent of respondents favor direct-to-consumer sales of electric cars, answering yes to the question “Tesla wants to sell electric cars directly to consumers. Should it be allowed to bypass Texas dealership regulations?” Of the participants in the poll, only 12 percent favored current franchise dealership regulations, and two percent said they were unsure of their position."
"Media Advisory for Journalists, Analysts and Investors","April 1, 2013","PALO ALTO, Calif.-- Tesla Motors, Inc. will hold a conference call on April 2, 2013 at 2:00pm Pacific Standard Time (5:00pm Eastern Standard Time) for media, analysts and investors to make an announcement. Following remarks from Elon Musk, Tesla Motors co-founder and CEO, media and analysts are invited to participate in a question and answer session."
Tesla Model S Sales Exceed Target,"March 31, 2013","Tesla Motors announced today that sales of its Model S vehicle exceeded the target provided in the mid-February shareholder letter. As customers who note their Model S serial number this weekend will realize, vehicle deliveries (sales) exceeded 4,750 units vs. the 4,500 unit prior outlook. As a result, Tesla is amending its Q1 guidance to full profitability, both GAAP and non-GAAP."
Inside Tesla 03.21.13,"George Blankenship, Vice President, Worldwide Sales and Ownership Experience, March 21, 2013","Spring has arrived and there’s so much going on it’s hard to keep track. The last three weeks have taken us across the Atlantic to the Geneva International Motor Show, Norway and Amsterdam. Here at home we are preparing to open our next round of Tesla Stores and Service Centers and are finalizing plans for our Spring Test Drive events across the country. Be on the lookout for events in your area soon.MILESTONES"
Tesla Motors Announces Further Commitments to The Netherlands,"March 7, 2013","Tesla Motors is furthering its commitment to the Netherlands in 2013. Tesla recently announced its European Final Assembly Plant in Tilburg, and now plans to open a new retail store and service center in Amsterdam this year. Tesla looks forward to bringing many new jobs to the Netherlands, one of its most important global markets."
Early Re-Payment of Tesla’s ATVM Loan,"Diarmuid O'Connell, Vice President of Corporate & Business Development, March 7, 2013","On February 26, at an event hosted by Secretary of Energy Steven Chu, Elon Musk announced Tesla will pay off our Department of Energy (DOE) loan five years early, twice as fast as required by the original 2010 loan agreement signed by Tesla and the DOE."
Tesla Motors Announces Retail Expansion as Europe Prepares to Welcome Model S,"March 5, 2013","Tesla Motors debuted its Model X design prototype at the Geneva Motor Show today alongside Model S, Tesla’s award winning premium sedan. European production of Model S begins in June, followed by deliveries in July."
A Most Peculiar Test Drive - Follow Up,"Elon Musk, Chairman, Product Architect & CEO, February 19, 2013","Yesterday, The New York Times reversed its opinion on the review of our Model S and no longer believes that it was an accurate account of what happened. After investigating the facts surrounding the test drive, the Public Editor agreed that John Broder had “problems with precision and judgment,"" “took casual and imprecise notes” and made “few conclusions that are unassailable.”"
A Most Peculiar Test Drive,"Elon Musk, Chairman, Product Architect & CEO, February 13, 2013","You may have heard recently about an article written by John Broder from The New York Times that makes numerous claims about the performance of the Model S. We are upset by this article because it does not factually represent Tesla technology, which is designed and tested to operate well in both hot and cold climates. Indeed, our highest per capita sales are in Norway, where customers drive our cars during Arctic winters in permanent midnight, and in Switzerland, high among the snowy Alps."
Inside Tesla 02.05.13,"George Blankenship, Vice President, Worldwide Sales and Ownership Experience, February 5, 2013",A NEW YEAR BEGINS
Tesla Motors Model S Makes Its Asian Debut In Hong Kong,"January 8, 2013",Tesla Motors Model S is now available for in-person customer demonstrations and test drives in Hong Kong. Model S is the world’s first premium sedan built from the ground up as an electric vehicle and has been engineered to elevate the public’s expectations of what a premium sedan can be. Hong Kong is the first location in Asia where customers can drive Model S on public roads.
Tesla Motors Wins Lawsuit Against Auto Dealers in Massachusetts,"January 4, 2013",Tesla Motors (NASDAQ: TSLA)Tesla Motors won dismissal of a lawsuit brought by the Massachusetts State Automobile Dealers Association claiming Tesla was in violation of Massachusetts law by conducting sales within the Commonwealth of Massachusetts. A Superior Court judge dismissed the case based upon the auto dealers’ lack of standing and failure to state a claim.
Model S European Pricing,"George Blankenship, Vice President, Worldwide Sales and Ownership Experience, December 19, 2012","2012 has been a very exciting year for Tesla. We began delivering Model S to U.S. customers in June, Canadian deliveries are beginning this week, and now it’s time to engage our reservation holders in Europe. Many of you may have seen the recent press release regarding our new Tilburg Distribution Center. This facility is where most Tesla cars will enter Europe."
