Headlines,Dates,Descriptions
30 Great Moments In The History Of Robots,27 Nov 2012,"#1 The Clepsydra. 1400 BCE. Babylonians develop the clepsydra, a clock that measures time using the flow of water, which is considered one of the first..."
Idea not all wet: Messages can be written with water,04 Dec 2012,Scientists have used nanotechnology to create “selectively wet” materials that can be used to write long-lasting messages with water.
Car and Driver Magazine: January 2013 Issue,04 Dec 2012,"Read 25 features, reviews, and columns from the January '13 print edition of Car and Driver."
The shining example of Toyota's environmental stewardship,04 Dec 2012,"Few companies have made further progress in not only complying with higher CAFE requirements, but also in reducing the energy used to manufacture vehicles,..."
Typhoon Bopha kills dozens in the Philippines,05 Dec 2012,At least 95 people are killed and more than 57000 people evacuated as Typhoon Bopha smashes into south.
Jeep Wrangler Unlimited Moab,05 Dec 2012,–magazine has named the 2013 Jeep Wrangler Unlimited Moab the winner of its highly sought-after Four Wheeler of the Year award.magazine has been conducting...
NASA aims to send another rover to Mars,05 Dec 2012,"New rover planned for 2020, as US space agency prepares for a manned mission to the Red Planet."
Introducing the All Wheel Drive Sport package for the 2013 Dodge Charger,18 Dec 2012,"Following the success of the Blacktop package for the rear wheel drive Dodge Charger, the Chrysler Group has announced a new All Wheel Drive Sport package..."
New Volkswagen Santana Officially Launched in China,18 Dec 2012,"The car is priced from between 84.900 yuan or €10,300 and 123,800 or €15,000, and the basic version is powered by a 1.4-liter petrol engine, with 90 hp."
GM to unveil Cadillac ELR at Detroit auto show,18 Dec 2012,The ELR will vault Cadillac into direct competition with other luxury electric vehicles.
"Ben Affleck, Bradley Cooper, Naomi Watts, and Others Reveal Their Favorite Vintage Cars",31 Dec 2012,"At Fashion Group International's Night of Stars I saw actress Sarah Jessica Parker, who had on a colorful ribbon-striped dress by designer L'Wren Scott,..."
Mercedes-AMG Developing Twin-Turbo 4.0-Liter V-8 for Next-Gen C63 and SLS Replacement,31 Dec 2012,"Mercedes-AMG's M156 ad M159, the naturally aspirated 6.2-liter V-8 that powers the SLS and the C63, won't be around for much longer."
'The Greatest Geek Who Ever Lived' - WSJ,07 Jan 2013,"His face could really light up a room. The life and work of Nikola Tesla, the immigrant scientist and prolific inventor, has been celebrated at an energetic..."
"Green car sales were up in 2012, and should be even more up in 2013",07 Jan 2013,Hybrid and electric cars account for just a tiny fraction of U.S. auto sales -- 3.3 percent in 2012. But that tiny fraction is growing fast! Chevy Volt...
"Autonomous Lexus LS Sedan Revealed, Detailed",07 Jan 2013,"Toyota and Lexus unveil their autonomous vehicle project, which is being used to test future active safety systems."
Building a better battery | Business News | csbj.com,17 Jan 2013,"Helped by DOE funding, UCCS to build prototype for powering electric cars The path toward much-advanced batteries for electric cars might begin in Colorado..."
Mahindra Introduces the Gio - the Nano of Pickup Trucks,17 Jan 2013,"Mahindra's new Gio compact pickup, introduced in India, makes its upcoming TR20 and TR40 trucks look like giants."
"Boeing 787 Batteries Same As Those In Electric Cars? Umm, NO",17 Jan 2013,Gird yourself: It's possible we're about to see a new wave of attacks on electric cars that ignore battery science. This time the culprit is the troubled...
The Spark is Gone: What's Going On with Electric Cars,25 Jan 2013,Electric cars haven't caught on the way they were supposed to. Will they ever? Find out at Car and Driver.
Boss 302 Not in 2014 Mustang Lineup | U.S. News,25 Jan 2013,"If you've been thinking a new Ford Mustang Boss 302 might look good in your garage, you'll want to act sooner rather than later. This year is the last model..."
Tracing the Roots of the VL Automotive Destino – News – Car and Driver,25 Jan 2013,The beginnings of the VL Automotive's Destino go way back to one engineer's desire to build a droptop Corvette Z06. Read more at Car and Driver.
Hard data shows M-B Soul ad scored big in Super Bowl XLVII,07 Feb 2013,"While many marketing executives ponder the value of the multiple millions spent on Super Bowl promotions, hard evidence shows Mercedes-Benz scored high in..."
66 HMV stores to close,07 Feb 2013,"They are: : Ashton-under-Lyne, Ballymena, Barnsley, Bayswater, Belfast Boucher Road, Belfast Forestside, Bexleyheath, Birkenhead, Birmingham Fort,..."
"Chip Foose Customized 1953 Ford F-100 Fetches $170,000 at Auction",07 Feb 2013,"The 1953 Ford F-100 customized by legendary custom vehicle builder Chip Foose, which was originally seen at the 2012 SEMA show along with a lifted and..."
Elon Musk Advice On Innovation,28 Feb 2013,TED curator Chris Andersen interviewed SpaceX CEO and Tesla founder Elon Musk yesterday at the organization's Long Beach conference.
Build your own electric sports car,28 Feb 2013,"Tie up between racing car manufacturer and Birmingham University will offer kit car that can be switched between combustion, hybrid and electric power."
Getaround Launches A New iPhone App To Simplify Peer-To-Peer Car Rentals,28 Feb 2013,"Peer-to-peer car rental startup (and TechCrunch Disrupt winner) Getaround is built around the idea of helping customers to make use of cars they own,..."
Legends Collide: The Custom Mustang-GT40 Ford Mach 40,15 Mar 2013,The original Ford Mustang and the GT40 are arguably the two most legendary cars the Blue Oval has ever built. But what would happen if the two legends...
Three Livermore Valley vineyards may hold the key to the region’s future success,15 Mar 2013,"LIVERMORE — The vineyards of this historic winegrowing region are slowly rousing from their winter slumber. By month's end, tight brown vines will sprout..."
2012 Tax Credits For Electric Cars And Charging Stations,15 Mar 2013,"One month from today is Tax Day, April 15. Let us repeat that: Your Federal income taxes (and your state and local taxes too, if you live in places with..."
Tesla Model S Named 2013 World Green Car of the Year,28 Mar 2013,"Luxurious, powerful and laden with cool technology, the Tesla Model S adds yet another accolade to its crowded mantel today by winning the World Green Car..."
"Video: Big Boy Tonka Toy, Unimog Tested in Germany",28 Mar 2013,Tonka Toys are an almost universal part of a boyhood toy collection. Many a mother chided her young son on coming in from the yard caked in dirt and dusty...
Updated 2014 Hyundai Equus Has 12.3-Inch Touch Screen - 2013 New York,28 Mar 2013,The new Lexus LS and Mercedes-Benz S-Class are no longer the only flagship luxury sedans offering (or soon to offer) 12.3-inch touch screens.
Volkswagen Introduces Passat Wolfsburg Edition for 2013 – News,24 Apr 2013,VW slips a new value-oriented model between the base Passat S and the mid-level SE trim levels and brings back a popular name. Read more ar Car and Driver.
2014 Nissan Versa Sedan: Pricing And Specification Revealed,24 Apr 2013,"It may not be fast, it may not be pretty, but the Nissan Versa Sedan has one overriding virtue--it's cheap. That continues for the 2014 model year,..."
"Ford, Shinola reveal watch celebrating 50 years of Mustang",24 Apr 2013,"Ford has partnered with Shinola, a Detroit-based luxury products manufacturer, to develop a commemorative watch celebrating Mustang's 50th anniversary."
Porsche’s Entry in the Science Fair,24 May 2013,"The Porsche 918 Spyder, an $846000 gasoline-electric hybrid supercar with all-wheel drive and 4-wheel steering, is what can happen when management lets its..."
Lewis Lapham: Orgy of Looting Came After Boxer Rebellion,24 May 2013,"Kill the Foreigners!” was the motto of China's red-sashed Boxers, as they were dismissively known in the west. Members of the Righteous Fists of Harmony..."
Gamer: Need For Speed Rivals To Arrive On PS4 And XBox One,24 May 2013,"It's easy to get lost in the scrum that is the world of racing video games. Besides the hardcore sims, like iRacing, there's Forza Motorsport on Microsoft's..."
2014 Acura MDX Gets Positive Review from Consumer Reports,13 Jun 2013,"One of their more popular models is the MDX, a large SUV which offers third row seating for large families. With the NSX Roadster and the NSX crossover both..."
"Toyota's ""Father of the Prius"" wants a new Supra from BMW joint venture",13 Jun 2013,Takeshi Uchiyamada is known within Toyota Motor Corp as the Father of the Prius but the soon-to-be-chairman has set his sights on a new goal – developing a...
Porsche 911 Carrera RS 2.7 Touring with matching numbers to be auctioned,13 Jun 2013,"On the Porsche 911's fiftieth anniversary, a very rare racing 911 Carrera that was never seriously wrecked will auction. This could be the most expensive..."
Tesla’s bump in the road (Column),14 Jun 2013,"The following editorial appeared in Friday's Washington Post: Tesla, the start-up founded by Elon Musk to build luxury electric cars, has benefited mightily..."
"Electric Cars Much Cheaper Than You Think, Cheaper Than Gasmobiles (Charts)",14 Jun 2013,New analysis from America's Electric Power Research Institute (EPRI) has come up with some interesting figures that suggest the number-one obstacle for mass...
2014 Range Rover Sport Gets Lumma Design Treatment,14 Jun 2013,"As if six-figure SUVs aren't exclusive enough, it seems European tuners are plenty eager to add even more individualization for customers who must have the..."
Tesla ramps up production of Model S,11 Jul 2013,"Tesla Motors is building Model S electric sedans faster than its initial 400-a-week goal as demand and the company's production skills increase,..."
The $20 Device to Replace Dirty Carburetors,11 Jul 2013,"In search of a cleaner motorcycle, Lihang Nong, a recent graduate of the University of Michigan, developed the PicoSpray. This all-in-one..."
Tesla Model S production significantly above targets for 2013,12 Jul 2013,"Elon Musk said the Tesla factory is cranking out significantly more than 400 Model S's a week, which would give good odds the company will significantly..."
NVIDIA Announces Quadro K6000,23 Jul 2013,"As SIGGRAPH 2013 continues to roll on, today's major announcements include those from NVIDIA. SIGGRAPH is NVIDIA's favored show for professional graphics..."
How It Works: The Hybrid Air Car,23 Jul 2013,"The purely air-powered can't may not be a reality, but PSA Peugeot Citroen's new Hybrid Air powertrain is a clever way to use compressed air to store energy..."
SIGGRAPH 2013 #2: Nvidia unveils 12GB Quadro K6000 GPU,23 Jul 2013,With the Quadro K6000 Nissan is now able to load nearly complete vehicle models into RTT Deltagen and 'have stunning photorealism almost instantly'.
Jeff Bezos and Elon Musk battle for NASA's space shuttle launchpad,24 Jul 2013,"Amazon CEO Jeff Bezos and Tesla Motors CEO Elon Musk are two of the most important people in the private spaceflight field, and now it looks like they'll be..."
Summer camp for Ferrari kids is a little different than the one you might remember,24 Jul 2013,"Campers in Marenello Italy get to do all the fun stuff you might expect, but they also get to meet some amazing people."
