Headlines,Dates,Descriptions
2011 Spring Break Nationals - Web Exclusive,15 Jun 2011,"When it comes to Spring Break, Florida is the place to be. With women in bikinis, sexy rides cruising, and celebrities out and about, the place to be was..."
Nissan Altima Hybrid Euthanized for 2012,15 Jun 2011,"Nissan will discontinue its Altima hybrid model after 2011 and instead focus on “four- and six-cylinder models for model year 2012, which make up the large..."
2012 BMW M5 Revealed | U.S. News,15 Jun 2011,"Performance-minded shoppers who've been eyeing cars like the Audi S6 and the Mercedes-Benz E63 AMG just got some new eye candy, as BMW released preliminary..."
German Lab Generates the Strongest Magnetic Field Ever Created,28 Jun 2011,Call it another victory for German design. Researchers in Dresden have set a new world record for the strongest magnetic field ever manufactured at the High...
"Toyota recalls Highlander hybrid, Lexus RX 400h",28 Jun 2011,"Toyota is recalling about 82000 hybrid vehicles in the United States to fix a flawed control board inside the powertrain.The recall covers about 45,0."
Toyota Prius gets sporty with the new Plus Performance package,29 Jun 2011,No one is going to confuse a Toyota Prius hybrid with a sports car. But the Japanese automaker has released a styling and suspension package developed.
Hybrid Honda Insight too fast for U.K.'s Formula 1000 Rally,29 Jun 2011,"It's a fact of racing--cars get disqualified. The vehicle in question might be too light or too powerful, leading to an unfair advantage.But being too."
The Nissan Leaf Review: A Fun And Practical Electric Car For The Masses,29 Jun 2011,"If the road is smooth enough, you can hear birds chirping while you're going 35 mph. With the windows up. The Nissan Leaf is that quiet. When going less."
Magnitude 7.8 quake hits off New Zealand,06 Jul 2011,New Zealand civil defence authorities cancelled a tsunami warning on Thursday but warned of possible stronger than normal ocean currents around the east...
US-Market Land Rovers to Get Eight-Speed ZF Transmission for 2013,06 Jul 2011,"Several Land Rover models sold in the U.S. will receive a ZF-sourced eight-speed automatic transmission for the 2013 model year, a source within the company..."
Ford Fiesta on top! The new subcompact queen!,06 Jul 2011,"The subcompact segment is one that is most affected by gas prices. Along with pickups and SUVs, an expensive gallon of fuel will make waves in dealerships,..."
"Tesla LA Showroom-CCS Architecture « Inhabitat – Green Design, Innovation, Architecture, Green Building",07 Jul 2011,"Unlike a traditional car dealership, Tesla Motors' showroom in LA is more like a sculpture gallery crossed with a hobbyist's garage."
Brabus V12 cabriolet squeezes 800 hp into an E-class Mercedes-Benz,07 Jul 2011,"Consider German tuner Brabus the BALCO to Mercedes-Benz's Barry Bonds: Brabus makes the cars stronger, faster and meaner.First, Brabus attacked the Me."
Think Went Thunk: What Does Electric-Car Bankruptcy Teach Us?,08 Jul 2011,"A little more than three weeks ago, Norwegian electric-car maker Think Global declared bankruptcy--for the fourth time, actually. In a pithy piece published..."
Hundreds of RV Owners and Enthusiasts Attend Fleetwood RV Rally During Independence Day Holiday,08 Jul 2011,We can't think of a better way to celebrate and explore our nation than taking a road trip in an RV. And more than 400 motor home owners and suppliers did...
"Leonardo DiCaprio to get 1st Fisker Karma, convertible and shooting brake coming",13 Jul 2011,"The first Fisker Karma to reach an American customer is expected to be delivered by the end of this month and when it does, Titanic star Leonardo DiCaprio..."
Saab 9-4X officially on sale,13 Jul 2011,The first examples of the Saab 9-4X crossover are reaching US dealerships now.
"Toyota prices the 2012 Scion iQ, starting at $15,995",13 Jul 2011,Today is the official media launch of the upcoming 2012 Scion iQ and with it has come the starting price of this new subcompact Toyota model – starting at...
Serbian military athletes go to the World Military Games | Serbian Armed Forces,14 Jul 2011,"Thursday, 14.7.2011 | Sport. Members of the Ministry of Defence and the Serbian Armed Forces, who will represent the Republic of Serbia at the 5th World..."
"SOLD OUT: Fisker Karma Already Has 3,000 Pre-Orders",14 Jul 2011,"The sexy Tesla Roadster may be driving into the sunset in the coming months, but Fisker is just ramping up its competitor, the $100,000 Karma range-extended..."
"Man builds turbine-powered Batmobile, brags about having the only one (video)",14 Jul 2011,"So you think you're a huge fan of the Dark Knight, huh? Not so fast. Do you own a full-sized Batmobile? Yeah... we didn't think so."
Study: 802.11n support to grow 465 percent through 2015,22 Jul 2011,"Research firm In-Stats says 53 million wireless-N-supported devices were available in 2010, and that the number will jump to nearly 300 million in 2015."
Somalia famine predictions ignored,22 Jul 2011,"Whenever there is an indicator of such a disaster, we must not only sit and wait for the emergency response.”"
Round Two: GM Finds End-Of-Life Use for Chevrolet Volt Batteries,22 Jul 2011,"Electric and electrified vehicles are all the current rage among automakers. With more electric vehicles being purchased, researchers are hard at work..."
Is Take-Two looking to be acquired?,25 Jul 2011,"The game publisher's chief operating officer says that it's a ""very attractive investment for anybody,"" causing speculation it might be open to an..."
The scourge of ‘peak oil’,25 Jul 2011,"When demand for oil consistently surpasses supply, experts warn that our lives will look “very differently”."
Mercedes-Benz Brings a “TraumaHawk” Sprinter Ambulance to the C/D Office,25 Jul 2011,"Reps from Mercedes-Benz recently stopped by our office with a specially outfitted, incredibly sweet Sprinter van. The “TraumaHawk” has been set up for..."
UN begins food aid airlift to Somalia,27 Jul 2011,Plane carrying 10 tonnes of nutritional paste for malnourished children was the first to land in Mogadishu.
2012 Mitsubishi i Electric Car: X-Ray Cutaway Shows Layout,27 Jul 2011,"Here's a view of a car you've probably not seen before, though it may be familiar to you if you've ever been in the hospital. The image above shows the 2012..."
"2012 Ford Explorer EcoBoost Rated for 28 MPG Highway, Will Be Front-Drive Only",27 Jul 2011,Ford has announced that the 2012 Explorer with the optional EcoBoost four-cylinder engine has received an EPA rating of 20 city mpg/28 highway.
Mercedes-Benz Builds Custom Van for International Motor Show,28 Jul 2011,Unlike a 70s creeper -err custom van the Viano Vision Peal concept sports a full white/grey leather interior in lieu of crushed blue velvet; wood flooring...
Demonstration in Vancouver shows electric cars have real power,28 Jul 2011,"Steve Erickson admits most people hold certain doubts about electric cars. He's heard them all. ""They're all expecting that overglorified golf cart,"" said..."
2011 Smart Fortwo Electric Drive Road Test - Reviews,28 Jul 2011,"Could electric propulsion possibly improve the Smart Fortwo's driving experience? Find out at Car and Driver, where you will find test numbers and a photo..."
Electric car maker Fisker Automotive raising $200M at $2.2B valuation,19 Aug 2011,"Electric car manufacturer Fisker Automotive is in the process of raising a $200 million funding round that would value the company at $2.2 billion,..."
Steve McQueen Porsche 911 hammers at $1.375 million during RM Monterey auction,19 Aug 2011,"Setting a world record for a Porsche 911 sold at auction, Steve McQueen's 1970 Porsche 911S went to a new owner for a cool $1.375 million during RM Au."
The Wright Brothers Didn't Invent The Airplane...And 9 Other Inventors Who've Been Wrongly Credited,19 Aug 2011,"Fame and fortune sometimes require more than brains and effort, especially in the realm of invention. Advertisement. Whether modified and improved upon,..."
Hurricane Irene hits the Caribbean,22 Aug 2011,Torrential rains trigger flash flooding and mudslides in Puerto Rico as storm strengthens over other parts of Caribbean.
Ford and Toyota begin work on joint electric car powertrain,22 Aug 2011,Car manufacturers Ford and Toyota announced today that the companies will collaborate on a hybrid-electric car powertrain for sport utility vehicles and...
Cadillac ELR Will Cost Less Than Tesla Model S,22 Aug 2011,"General Motors has confirmed production of the Cadillac ELR coupe.The American automaker has yet to announce pricing for the coupe, but an unidentified..."
"1899 Vintage Electric Car Sells For Record-Breaking $550,000 In Auction",24 Aug 2011,"If you had over half-a-million dollars to spend on an electric car, which car -- or cars -- would you buy? For $550000 -- that's about the same price as the..."
Corey Taylor Rocks 'SpongeBob' Theme at Benefit Show Organized by Aaron Lewis,24 Aug 2011,"Over the weekend, Staind's Aaron Lewis hosted his second annual 'It Takes a Community' two-night benefit concert in Northampton, Massachusetts."
"Elon Musk Bets $1,000,000 That He Can Get The Tesla S Ready On Time",30 Aug 2011,"Automobile reporter Dan Neil has made an interesting bet with Elon Musk of Tesla Motors, reports Michael Graham Richard of TreeHugger. Advertisement."
Loing's drive pushes Nissan Leaf to European Car of the Year award,30 Aug 2011,It's safe to say that the Nissan Leaf would not be the reigning European Car of the Year had it not been for the persistence of Pierre Loing.
Hennessey Performance upgrades the Ford Mustang Boss 302,30 Aug 2011,"The tuner guys at Hennessey Performance took the Ford Mustang Boss 302 behind their curtain, plopped a supercharger on top--among other things--and he."
Acer liquidmini Ferrari Edition is one race loving droid,02 Sep 2011,"The smartphone is a Ferrari branded, budget oriented Acer Liquid mini E310. Price is yet to be known. Acer and Scuderia Ferrari have been successful..."
Burberry and Louis Vuitton Interiors: Fail,02 Sep 2011,"The Gucci Fiat 500 was pretty nice and I would drive one. Accessorize Fashion's C1 was alright, but perfectly appropriate for who it was intended for."
General Motors retains ex-Vice Chairman Bob Lutz as advisor,02 Sep 2011,"Robert “Bob” Lutz is one of the most well-known men in the American automotive industry and after leaving General Motors on Mat 1st 2010 for retirement,..."
A Pontiac Fiero Mates with a Motorcycle,08 Sep 2011,We came across these pictures recently and we felt obligated to share them with as many people possible. America has long been known for its passion for...
"Corvette evangelist, aerobatic pilot Betty Skelton dies at 85",08 Sep 2011,"Betty Skelton, former acrobatic airplane pilot, Chevrolet Corvette test driver and daredevil speed racer, died at the age of 85 on Aug. 31. Skelton es."
