Headlines,Dates,Descriptions
Will concern over Tesla death close self-driving 'loophole'?,5 Jul 2016,"Joshua Brown of Canton, Ohio, in the driver's seat of his Tesla Model S. ""It wasn't ready to go out on..."
Dear Elon: Mobileye breaks up with Tesla,26 Jul 2016,"During its quarterly earnings call, Mobileye stressed a strong desire for safety and reputation management as the industry moves forward on autonomy. Bloomberg..."
Why Tesla's Model S Is So Incredibly Fast,25 Aug 2016,"Engines are optimized to run best with certain combinations of air flow, temperature and rotational speed. That means the torque in gas-powered engines peaks..."
"Mobileye Curtailing Tesla Autonomous Relationship In Favor Of BMW, Intel",26 Jul 2016,"Mobileye, a leading maker of software and components for automated driving systems, won't supply the next generation of its technology to Elon Musk's Tesla..."
Elon Musk defends embattled autopilot feature in part two of Tesla 'master plan',20 Jul 2016,"Elon Musk defends embattled autopilot feature in part two of Tesla 'master plan' ... Tesla Motors CEO Elon Musk, who is facing intense scrutiny over a fatal crash..."
"Tesla Divorces Mobileye, or Vice Versa",26 Jul 2016,"Tesla says it will develop its next-gen self-driving software in-house ... Mobileye, the Israeli automatic driving company, will not develop new technologies for..."
How Tesla compares to other electric cars,1 Sept 2016,Tesla is keeping its hold over the competition in the electric car space — here's how Tesla cars compare to other EVs out there.
"Data, Public Perception and the Tesla Crash: Exploring Options for the Self-Driving Car Industry",19 Jul 2016,"Data, Public Perception and the Tesla Crash: Exploring Options for the Self-Driving Car Industry · In order to put self-driving cars on the streets, auto makers..."
Tesla Says It's Improving Autopilot by Boosting Radar,12 Sept 2016,"The improvements announced Sunday call for Autopilot to rely more on radar and less on vehicle cameras. As part of that shift, the radar will use more advanced..."
Tesla considering two theories that may explain fatal Model S crash,29 Jul 2016,Tesla Motors told the US Senate commerce committee staff it is considering two theories that may explain what led to the 7 May fatal crash that killed a Florida...
Tesla Autopilot Drives Owner to Hospital During Pulmonary Embolism,6 Aug 2016,"Tesla Autopilot Drives Owner to Hospital During Pulmonary Embolism ... Slate tells the harrowing story of Joshua Neally, a 37-year-old attorney in Springfield,..."
Elon Musk Is Mad at Tesla Salespeople for Acting Like Salespeople,30 Sept 2016,"As stores scramble to hit Q3 targets, Musk decrees: No discounts--ever! ... It seems like part of the American way of life. You walk into a car dealership. You..."
"Tesla's Future May Include Launching Uber-Like Service, Market Guru Says",13 Jul 2016,"Tesla's Future May Include Launching Uber-Like Service, Market Guru Says. Speculation from one researcher is gaining traction. ... The ""GMA"" team and insiders..."
Consumer Reports urges Tesla to disable autopilot after driver’s death,14 Jul 2016,Consumer Reports urges Tesla to disable autopilot after driver's death ... Consumer Reports magazine on Thursday urged Tesla to disable the automatic steering...
SEC Investigating Tesla for Possible Securities-Law Breach,11 Jul 2016,"The company didn't disclose the accident in securities filings, such as the one from May 18 when it prepared to sell $2 billion in stock, which included nearly..."
CEO Elon Musk says Tesla striving to improve Autopilot,17 Jul 2016,"Tesla Motors is trying to see if it can make improvements in its Autopilot partial self-driving system, which may have been a factor in a recent fatal..."
Elon Musk of Tesla Sticks to Mission Despite Setbacks (Published 2016),24 Jul 2016,"The billionaire entrepreneur Elon Musk is running a private rocket company, doubling down on alternative fuels and pressing on with Tesla after a series of..."
Tesla's SolarCity acquisition continues to divide opinion,1 Aug 2016,"In 2006, Musk's “Secret Tesla Motors Master Plan,” posted on Tesla's website, closed by saying the company planned to “co-market” other sustainable energy..."
"If Speed Is A Problem, Tesla Has A $135,000 Solution That's Even More Ludicrous",23 Aug 2016,"Elon Musk's engineers are adding what they describe as the world's fastest production car, the new $135000 Model S P100D."
Elon Musk Reveals Tesla Shared Fleet for Renting Out Your Car,21 Jul 2016,"In his ""Master Plan, Part Deux,"" Tesla CEO Elon Musk said a new shared fleet program will let owners make money off their cars by letting other people use..."
"As U.S. Investigates Fatal Tesla Crash, Company Defends Autopilot System (Published 2016)",12 Jul 2016,"The Autopilot system has been the subject of a federal investigation since regulators revealed in late June that the driver of a Tesla Model S sedan, Joshua..."
"Sustainability, Innovation Driving Tesla CEO Musk",26 Jul 2016,"In a recent statement the company says in part: “Tesla's mission is to accelerate the world's transition to sustainable energy. Tesla is not just an automaker,..."
Pay Attention! Tesla’s Autopilot Will Lock Out Lackadaisical Drivers,29 Aug 2016,Tesla now appears to be addressing those concerns by punishing drivers who don't pay sufficient attention to the road. When drivers take their hands off the...
"Everyone Despises SolarCity Deal, Except Tesla Shareholders",4 Aug 2016,"Everyone Despises SolarCity Deal, Except Tesla Shareholders ... It's an understatement to say Tesla Motors' proposed $2.6 billion takeover of SolarCity has been..."
SolarCity adviser Lazard made mistake in Tesla deal analysis,1 Sept 2016,An analysis by Lazard for SolarCity that indicated an equity value of between $14.75 and $34.00 per share was wrong because it double-counted some of the...
"A Tesla Co-Founder Is Making Electric Garbage Trucks With Jet Tech, and Why Not",11 Jul 2016,Ian Wright is using turbine engines to keep electric garbage trucks on the road.
Tesla lays claim to world's fastest production car,23 Aug 2016,Tesla Motors says a new version of the Model S electric car is the quickest production car in the world from zero to 60 miles per hour.
A Lesson of Tesla Crashes? Computer Vision Can't Do It All Yet (Published 2016),19 Sept 2016,"A Lesson of Tesla Crashes? Computer Vision Can't Do It All Yet · Jitendra Malik, a researcher in computer vision for three decades, doesn't own a Tesla, but he..."
Tesla has missed its delivery goals for the second quarter in a row,5 Jul 2016,"Now, Tesla says deliveries were delayed because of “the extreme production ramp in Q2 and the high mix of customer-ordered vehicles still on trucks and ships at..."
Tesla car drives owner to hospital after he suffers pulmonary embolism,8 Aug 2016,Lawyer Joshua Neally puts his Tesla into autopilot to take him to a local hospital while suffering piercing pain in his chest.
Elon Musk Sets Ambitious Goals at Tesla—and Often Falls Short,15 Aug 2016,"In past five years, Tesla failed to meet more than 20 of his projections, and missed 10 goals by nearly a year on average; Musk says he 'doesn't set targets..."
Tesla-SolarCity Deal Promises Vast Synergies: But Can It Deliver?,2 Aug 2016,"The South African-born executive bills the acquisition as a way for to achieve maximum synergies by overcoming the drawbacks of sustainable power. “With solar,..."
Elon Musk Says Tesla Will Likely Sell Power Grid Services,28 Jul 2016,"Elon Musk Says Tesla Will Likely Sell Power Grid Services ... A little over a year ago, Tesla officially launched its grid battery business with a plan to make..."
Tesla’s Big Loss Reflects Its Costly Ambitions,3 Aug 2016,"The electric carmaker's second-quarter loss greatly exceeded forecasts, but the company promised to improve its ability to meet production targets."
Tesla crash could stall public acceptance of driverless cars,1 Jul 2016,DETROIT — It was the crash the auto industry knew was coming but still feared. The death of a driver who was using Tesla Motors' semi-autonomous mode could...
Car hackers demonstrate wireless attack on Tesla Model S,19 Sept 2016,The vulnerability compromises the CAN bus that controls many vehicle system in the car. It requires the car to be connected to a malicious wifi hotspot to take...
Elon Musk: Tesla Was In ‘Production Hell’ This Year,3 Aug 2016,"Billionaire entrepreneur Elon Musk says that his electric car company Tesla was in “production hell” in the first half of this year, as the company..."
Tesla Announces 'World's Fastest Production Car' With Longer Range,23 Aug 2016,"The car can go from 0 to 60 in 2.5 seconds, CEO Elon Musk said today."
Tesla and key Autopilot supplier split up,27 Jul 2016,"Tesla and key Autopilot supplier split up ... Tesla and Mobileye, one of the top suppliers to its Autopilot partial self-driving system, are parting ways in the..."
Tesla's Cars Have Driven 140M Miles on Autopilot. Here's How,17 Aug 2016,"The technology, which Tesla Motors introduced with an over-the-air software update in October, allows the cars to accelerate, maintain lane position, change..."
Why Apple buying Tesla is a bad idea,24 Sept 2016,"Additionally, even if Apple figured that it could swallow Tesla's $30-billion-ish market cap without developing managerial heartburn, it would be adding the..."
"In Tesla and SolarCity Deal, a Glimpse of Musk's Clean-Energy Aspirations (Published 2016)",1 Aug 2016,"In Tesla and SolarCity Deal, a Glimpse of Musk's Clean-Energy Aspirations ... In the face of questions about debt, widening losses, governance and strategic logic..."
Tesla and Google Take Different Roads to Self-Driving Car (Published 2016),4 Jul 2016,"As a general concept, Google was trying to achieve the same goal as Tesla is claiming with the Autopilot feature it has promoted with the Model S, which has..."
